capitulo;cap_fx;cap_nm;grupo;grp_nm;categoria;cat_nm;subcategoria;subcat_nm
3;D50-D89;III. Doenças sangue órgãos hemat e transt imunitár;D80-D89;Alguns transt q comprometem o mecanismo imunitário;D81;Alguns transt q comprometem o mecanismo imunitário;D817;D81.7 Defic major classe II complexo histocompatib
3;D50-D89;III. Doenças sangue órgãos hemat e transt imunitár;D80-D89;Alguns transt q comprometem o mecanismo imunitário;D81;Alguns transt q comprometem o mecanismo imunitário;D818;D81.8 Outr defic imunitarias combinadas
3;D50-D89;III. Doenças sangue órgãos hemat e transt imunitár;D80-D89;Alguns transt q comprometem o mecanismo imunitário;D81;Alguns transt q comprometem o mecanismo imunitário;D819;D81.9 Defic imunitarias combinadas NE
3;D50-D89;III. Doenças sangue órgãos hemat e transt imunitár;D80-D89;Alguns transt q comprometem o mecanismo imunitário;D82;Alguns transt q comprometem o mecanismo imunitário;D820;D82.0 Sindr de Wiskott-Aldrich
3;D50-D89;III. Doenças sangue órgãos hemat e transt imunitár;D80-D89;Alguns transt q comprometem o mecanismo imunitário;D82;Alguns transt q comprometem o mecanismo imunitário;D821;D82.1 Sindr de Di George
3;D50-D89;III. Doenças sangue órgãos hemat e transt imunitár;D80-D89;Alguns transt q comprometem o mecanismo imunitário;D82;Alguns transt q comprometem o mecanismo imunitário;D822;D82.2 Imunodeficiencia c/encurtamento de membros
3;D50-D89;III. Doenças sangue órgãos hemat e transt imunitár;D80-D89;Alguns transt q comprometem o mecanismo imunitário;D82;Alguns transt q comprometem o mecanismo imunitário;D823;D82.3 Imunodef q seg resp hered def virus E.-Barr
3;D50-D89;III. Doenças sangue órgãos hemat e transt imunitár;D80-D89;Alguns transt q comprometem o mecanismo imunitário;D82;Alguns transt q comprometem o mecanismo imunitário;D824;D82.4 Sindr da hiperimunoglobulina E
3;D50-D89;III. Doenças sangue órgãos hemat e transt imunitár;D80-D89;Alguns transt q comprometem o mecanismo imunitário;D82;Alguns transt q comprometem o mecanismo imunitário;D828;D82.8 Imunodef assoc c/outr defeitos major espec
3;D50-D89;III. Doenças sangue órgãos hemat e transt imunitár;D80-D89;Alguns transt q comprometem o mecanismo imunitário;D82;Alguns transt q comprometem o mecanismo imunitário;D829;D82.9 Imunodeficiencia assoc c/defeitos major NE
3;D50-D89;III. Doenças sangue órgãos hemat e transt imunitár;D80-D89;Alguns transt q comprometem o mecanismo imunitário;D83;Alguns transt q comprometem o mecanismo imunitário;D830;D83.0 Imunodef com var predom anorm num func cel B
3;D50-D89;III. Doenças sangue órgãos hemat e transt imunitár;D80-D89;Alguns transt q comprometem o mecanismo imunitário;D83;Alguns transt q comprometem o mecanismo imunitário;D831;D83.1 Imunodef com var pred transt imunorreg cel T
3;D50-D89;III. Doenças sangue órgãos hemat e transt imunitár;D80-D89;Alguns transt q comprometem o mecanismo imunitário;D83;Alguns transt q comprometem o mecanismo imunitário;D832;D83.2 Imunodef comum var c/auto-anticorpos cel B/T
3;D50-D89;III. Doenças sangue órgãos hemat e transt imunitár;D80-D89;Alguns transt q comprometem o mecanismo imunitário;D83;Alguns transt q comprometem o mecanismo imunitário;D838;D83.8 Outr imunodeficiencias comuns variaveis
3;D50-D89;III. Doenças sangue órgãos hemat e transt imunitár;D80-D89;Alguns transt q comprometem o mecanismo imunitário;D83;Alguns transt q comprometem o mecanismo imunitário;D839;D83.9 Imunodeficiencia comum variavel NE
3;D50-D89;III. Doenças sangue órgãos hemat e transt imunitár;D80-D89;Alguns transt q comprometem o mecanismo imunitário;D84;Alguns transt q comprometem o mecanismo imunitário;D840;D84.0 Defeito do antigeno-1 da funcao de linfocito
3;D50-D89;III. Doenças sangue órgãos hemat e transt imunitár;D80-D89;Alguns transt q comprometem o mecanismo imunitário;D84;Alguns transt q comprometem o mecanismo imunitário;D841;D84.1 Defeitos no sist complemento
3;D50-D89;III. Doenças sangue órgãos hemat e transt imunitár;D80-D89;Alguns transt q comprometem o mecanismo imunitário;D84;Alguns transt q comprometem o mecanismo imunitário;D848;D84.8 Outr imunodeficiencias espec
3;D50-D89;III. Doenças sangue órgãos hemat e transt imunitár;D80-D89;Alguns transt q comprometem o mecanismo imunitário;D84;Alguns transt q comprometem o mecanismo imunitário;D849;D84.9 Imunodeficiencia NE
3;D50-D89;III. Doenças sangue órgãos hemat e transt imunitár;D80-D89;Alguns transt q comprometem o mecanismo imunitário;D86;Alguns transt q comprometem o mecanismo imunitário;D860;D86.0 Sarcoidose do pulmao
3;D50-D89;III. Doenças sangue órgãos hemat e transt imunitár;D80-D89;Alguns transt q comprometem o mecanismo imunitário;D86;Alguns transt q comprometem o mecanismo imunitário;D861;D86.1 Sarcoidose dos ganglios linfaticos
3;D50-D89;III. Doenças sangue órgãos hemat e transt imunitár;D80-D89;Alguns transt q comprometem o mecanismo imunitário;D86;Alguns transt q comprometem o mecanismo imunitário;D862;D86.2 Sarcoidose pulmao c/sarcoidose gangl linfat
3;D50-D89;III. Doenças sangue órgãos hemat e transt imunitár;D80-D89;Alguns transt q comprometem o mecanismo imunitário;D86;Alguns transt q comprometem o mecanismo imunitário;D863;D86.3 Sarcoidose da pele
3;D50-D89;III. Doenças sangue órgãos hemat e transt imunitár;D80-D89;Alguns transt q comprometem o mecanismo imunitário;D86;Alguns transt q comprometem o mecanismo imunitário;D868;D86.8 Sarcoidose outr locais espec e combinados
3;D50-D89;III. Doenças sangue órgãos hemat e transt imunitár;D80-D89;Alguns transt q comprometem o mecanismo imunitário;D86;Alguns transt q comprometem o mecanismo imunitário;D869;D86.9 Sarcoidose NE
3;D50-D89;III. Doenças sangue órgãos hemat e transt imunitár;D80-D89;Alguns transt q comprometem o mecanismo imunitário;D89;Alguns transt q comprometem o mecanismo imunitário;D890;D89.0 Hipergamaglobulinemia policlonal
3;D50-D89;III. Doenças sangue órgãos hemat e transt imunitár;D80-D89;Alguns transt q comprometem o mecanismo imunitário;D89;Alguns transt q comprometem o mecanismo imunitário;D891;D89.1 Crioglobulinemia
3;D50-D89;III. Doenças sangue órgãos hemat e transt imunitár;D80-D89;Alguns transt q comprometem o mecanismo imunitário;D89;Alguns transt q comprometem o mecanismo imunitário;D892;D89.2 Hipergamaglobulinemia NE
3;D50-D89;III. Doenças sangue órgãos hemat e transt imunitár;D80-D89;Alguns transt q comprometem o mecanismo imunitário;D89;Alguns transt q comprometem o mecanismo imunitário;D898;D89.8 Outr transt espec q comprom mec imunit NCOP
3;D50-D89;III. Doenças sangue órgãos hemat e transt imunitár;D80-D89;Alguns transt q comprometem o mecanismo imunitário;D89;Alguns transt q comprometem o mecanismo imunitário;D899;D89.9 Transt NE q comprometem mecanismo imunitario
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E00;Transtornos da glândula tireóide;E000;E00.0 Sindr defic congen iodo tipo neurologico
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E00;Transtornos da glândula tireóide;E001;E00.1 Sindr defic congen iodo tipo mixedematoso
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E00;Transtornos da glândula tireóide;E002;E00.2 Sindr defic congen iodo tipo misto
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E00;Transtornos da glândula tireóide;E009;E00.9 Sindr da defic congen de iodo NE
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E01;Transtornos da glândula tireóide;E010;E01.0 Bocio difuso p/defic de iodo
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E01;Transtornos da glândula tireóide;E011;E01.1 Bocio multinodular p/defic de iodo
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E01;Transtornos da glândula tireóide;E012;E01.2 Bocio NE p/defic de iodo
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E01;Transtornos da glândula tireóide;E018;E01.8 Outr transt tireoid afecc assoc rel def iodo
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E03;Transtornos da glândula tireóide;E030;E03.0 Hipotireoidismo congen c/bocio difuso
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E03;Transtornos da glândula tireóide;E031;E03.1 Hipotireoidismo congen s/bocio
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E03;Transtornos da glândula tireóide;E032;E03.2 Hipotireoidismo dev medic outr subst exogen
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E03;Transtornos da glândula tireóide;E033;E03.3 Hipotireoidismo pos-infecc
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E03;Transtornos da glândula tireóide;E034;E03.4 Atrofia da tireoide
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E03;Transtornos da glândula tireóide;E035;E03.5 Coma mixedematoso
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E03;Transtornos da glândula tireóide;E038;E03.8 Outr hipotireoidismos espec
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E03;Transtornos da glândula tireóide;E039;E03.9 Hipotireoidismo NE
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E04;Transtornos da glândula tireóide;E040;E04.0 Bocio nao-toxico difuso
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E04;Transtornos da glândula tireóide;E041;E04.1 Bocio nao-toxico uninodular
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E04;Transtornos da glândula tireóide;E042;E04.2 Bocio nao-toxico multinodular
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E04;Transtornos da glândula tireóide;E048;E04.8 Outr bocio nao-toxico espec
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E04;Transtornos da glândula tireóide;E049;E04.9 Bocio nao-toxico NE
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E05;Transtornos da glândula tireóide;E050;E05.0 Tireotoxicose c/bocio difuso
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E05;Transtornos da glândula tireóide;E051;E05.1 Tireotoxicose c/bocio toxico uninodular
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E05;Transtornos da glândula tireóide;E052;E05.2 Tireotoxicose c/bocio toxico multinodular
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E05;Transtornos da glândula tireóide;E053;E05.3 Tireotoxicose caus p/tec tireoid ectopico
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E05;Transtornos da glândula tireóide;E054;E05.4 Tireotoxicose facticia
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E05;Transtornos da glândula tireóide;E055;E05.5 Crise ou tempestade tireotoxica
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E05;Transtornos da glândula tireóide;E058;E05.8 Outr tireotoxicoses
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E05;Transtornos da glândula tireóide;E059;E05.9 Tireotoxicose NE
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E06;Transtornos da glândula tireóide;E060;E06.0 Tireoidite aguda
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E06;Transtornos da glândula tireóide;E061;E06.1 Tireoidite subaguda
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E06;Transtornos da glândula tireóide;E062;E06.2 Tireoidite cronica c/tireotoxicose transit
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E06;Transtornos da glândula tireóide;E063;E06.3 Tireoidite auto-imune
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E06;Transtornos da glândula tireóide;E064;E06.4 Tireoidite induz p/droga
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E06;Transtornos da glândula tireóide;E065;E06.5 Outr tireoidites cronicas
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E06;Transtornos da glândula tireóide;E069;E06.9 Tireoidite NE
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E07;Transtornos da glândula tireóide;E070;E07.0 Hipersecrecao de calcitonina
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E07;Transtornos da glândula tireóide;E071;E07.1 Bocio disormonogenico
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E07;Transtornos da glândula tireóide;E078;E07.8 Outr transt espec da tireoide
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E00-E07;Transtornos da glândula tireóide;E07;Transtornos da glândula tireóide;E079;E07.9 Transt NE da tireoide
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E10;Diabetes mellitus;E100;E10.0 C/coma
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E10;Diabetes mellitus;E101;E10.1 C/cetoacidose
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E10;Diabetes mellitus;E102;E10.2 C/compl renais
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E10;Diabetes mellitus;E103;E10.3 C/compl oftalmicas
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E10;Diabetes mellitus;E104;E10.4 C/compl neurologicas
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E10;Diabetes mellitus;E105;E10.5 C/compl circulatorias perifericas
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E10;Diabetes mellitus;E106;E10.6 C/outr compl espec
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E10;Diabetes mellitus;E107;E10.7 C/complic mult
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E10;Diabetes mellitus;E108;E10.8 C/compl NE
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E10;Diabetes mellitus;E109;E10.9 S/complic
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E11;Diabetes mellitus;E110;E11.0 C/coma
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E11;Diabetes mellitus;E111;E11.1 C/cetoacidose
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E11;Diabetes mellitus;E112;E11.2 C/compl renais
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E11;Diabetes mellitus;E113;E11.3 C/compl oftalmicas
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E11;Diabetes mellitus;E114;E11.4 C/compl neurologicas
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E11;Diabetes mellitus;E115;E11.5 C/compl circulatorias perifericas
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E11;Diabetes mellitus;E116;E11.6 C/outr compl espec
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E11;Diabetes mellitus;E117;E11.7 C/complic mult
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E11;Diabetes mellitus;E118;E11.8 C/compl NE
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E11;Diabetes mellitus;E119;E11.9 S/complic
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E12;Diabetes mellitus;E120;E12.0 C/coma
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E12;Diabetes mellitus;E121;E12.1 C/cetoacidose
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E12;Diabetes mellitus;E122;E12.2 C/compl renais
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E12;Diabetes mellitus;E123;E12.3 C/compl oftalmicas
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E12;Diabetes mellitus;E124;E12.4 C/compl neurologicas
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E12;Diabetes mellitus;E125;E12.5 C/compl circulatorias perifericas
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E12;Diabetes mellitus;E126;E12.6 C/outr compl espec
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E12;Diabetes mellitus;E127;E12.7 C/complic mult
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E12;Diabetes mellitus;E128;E12.8 C/compl NE
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E12;Diabetes mellitus;E129;E12.9 S/complic
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E13;Diabetes mellitus;E130;E13.0 C/coma
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E13;Diabetes mellitus;E131;E13.1 C/cetoacidose
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E13;Diabetes mellitus;E132;E13.2 C/compl renais
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E13;Diabetes mellitus;E133;E13.3 C/compl oftalmicas
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E13;Diabetes mellitus;E134;E13.4 C/compl neurologicas
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E13;Diabetes mellitus;E135;E13.5 C/compl circulatorias perifericas
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E13;Diabetes mellitus;E136;E13.6 C/outr compl espec
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E13;Diabetes mellitus;E137;E13.7 C/complic mult
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E13;Diabetes mellitus;E138;E13.8 C/compl NE
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E13;Diabetes mellitus;E139;E13.9 S/complic
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E14;Diabetes mellitus;E140;E14.0 C/coma
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E14;Diabetes mellitus;E141;E14.1 C/cetoacidose
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E14;Diabetes mellitus;E142;E14.2 C/compl renais
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E14;Diabetes mellitus;E143;E14.3 C/compl oftalmicas
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E14;Diabetes mellitus;E144;E14.4 C/compl neurologicas
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E14;Diabetes mellitus;E145;E14.5 C/compl circulatorias perifericas
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E14;Diabetes mellitus;E146;E14.6 C/outr compl espec
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E14;Diabetes mellitus;E147;E14.7 C/complic mult
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E14;Diabetes mellitus;E148;E14.8 C/compl NE
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E10-E14;Diabetes mellitus;E14;Diabetes mellitus;E149;E14.9 S/complic
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E15-E16;Outr transt regulação glicose e secr pancreát int;E16;Outr transt regulação glicose e secr pancreát int;E160;E16.0 Hipoglicemia induz p/droga s/coma
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E15-E16;Outr transt regulação glicose e secr pancreát int;E16;Outr transt regulação glicose e secr pancreát int;E161;E16.1 Outr hipoglicemia
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E15-E16;Outr transt regulação glicose e secr pancreát int;E16;Outr transt regulação glicose e secr pancreát int;E162;E16.2 Hipoglicemia NE
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E15-E16;Outr transt regulação glicose e secr pancreát int;E16;Outr transt regulação glicose e secr pancreát int;E163;E16.3 Aumento da secrecao de glucagon
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E15-E16;Outr transt regulação glicose e secr pancreát int;E16;Outr transt regulação glicose e secr pancreát int;E164;E16.4 Secrecao anormal de gastrina
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E15-E16;Outr transt regulação glicose e secr pancreát int;E16;Outr transt regulação glicose e secr pancreát int;E168;E16.8 Outr transt espec secrecao pancreatica int
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E15-E16;Outr transt regulação glicose e secr pancreát int;E16;Outr transt regulação glicose e secr pancreát int;E169;E16.9 Transt NE da secrecao pancreatica interna
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E20-E35;Transtornos de outras glândulas endócrinas;E20;Transtornos de outras glândulas endócrinas;E200;E20.0 Hipoparatireoidismo idiopatico
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E20-E35;Transtornos de outras glândulas endócrinas;E20;Transtornos de outras glândulas endócrinas;E201;E20.1 Pseudohipoparatireoidismo
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E20-E35;Transtornos de outras glândulas endócrinas;E20;Transtornos de outras glândulas endócrinas;E208;E20.8 Outr hipoparatireoidismo
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E20-E35;Transtornos de outras glândulas endócrinas;E20;Transtornos de outras glândulas endócrinas;E209;E20.9 Hipoparatireoidismo NE
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E20-E35;Transtornos de outras glândulas endócrinas;E21;Transtornos de outras glândulas endócrinas;E210;E21.0 Hiperparatireoidismo prim
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E20-E35;Transtornos de outras glândulas endócrinas;E21;Transtornos de outras glândulas endócrinas;E211;E21.1 Hiperparatireoidismo secund NCOP
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E20-E35;Transtornos de outras glândulas endócrinas;E21;Transtornos de outras glândulas endócrinas;E212;E21.2 Outr hiperparatireoidismo
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E20-E35;Transtornos de outras glândulas endócrinas;E21;Transtornos de outras glândulas endócrinas;E213;E21.3 Hiperparatireoidismo NE
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E20-E35;Transtornos de outras glândulas endócrinas;E21;Transtornos de outras glândulas endócrinas;E214;E21.4 Outr transt espec da gland paratireoide
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E20-E35;Transtornos de outras glândulas endócrinas;E21;Transtornos de outras glândulas endócrinas;E215;E21.5 Transt NE da gland paratireoide
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E20-E35;Transtornos de outras glândulas endócrinas;E22;Transtornos de outras glândulas endócrinas;E220;E22.0 Acromegalia e gigantismo hipofisario
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E20-E35;Transtornos de outras glândulas endócrinas;E22;Transtornos de outras glândulas endócrinas;E221;E22.1 Hiperprolactinemia
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E20-E35;Transtornos de outras glândulas endócrinas;E22;Transtornos de outras glândulas endócrinas;E222;E22.2 Sindr secrecao inadeq hormonio antidiuretico
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E20-E35;Transtornos de outras glândulas endócrinas;E22;Transtornos de outras glândulas endócrinas;E228;E22.8 Outr hiperfuncoes da hipofise
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E20-E35;Transtornos de outras glândulas endócrinas;E22;Transtornos de outras glândulas endócrinas;E229;E22.9 Hiperfuncao NE da hipofise
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E20-E35;Transtornos de outras glândulas endócrinas;E23;Transtornos de outras glândulas endócrinas;E230;E23.0 Hipopituitarismo
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E20-E35;Transtornos de outras glândulas endócrinas;E23;Transtornos de outras glândulas endócrinas;E231;E23.1 Hipopituitarismo induz p/droga
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E20-E35;Transtornos de outras glândulas endócrinas;E23;Transtornos de outras glândulas endócrinas;E232;E23.2 Diabetes insipido
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E20-E35;Transtornos de outras glândulas endócrinas;E23;Transtornos de outras glândulas endócrinas;E233;E23.3 Disfuncao hipotalamica NCOP
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E20-E35;Transtornos de outras glândulas endócrinas;E23;Transtornos de outras glândulas endócrinas;E236;E23.6 Outr transt da hipofise
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E20-E35;Transtornos de outras glândulas endócrinas;E23;Transtornos de outras glândulas endócrinas;E237;E23.7 Transt NE da hipofise
4;E00-E90;IV.  Doenças endócrinas nutricionais e metabólicas;E20-E35;Transtornos de outras glândulas endócrinas;E24;Transtornos de outras glândulas endócrinas;E240;E24.0 Sindr de Cushing dependente da hipofise
